id,Danceability
17170,5.0
17171,7.0
17172,6.0
17173,5.0
17174,4.0
17175,7.0
17176,5.0
17177,4.0
17178,5.0
17179,6.0
17180,5.0
17181,4.0
17182,8.0
17183,5.0
17184,5.0
17185,6.0
17186,6.0
17187,2.0
17188,5.0
17189,3.0
17190,9.0
17191,7.0
17192,9.0
17193,5.0
17194,5.0
17195,6.0
17196,5.0
17197,6.0
17198,8.0
17199,1.0
17200,5.0
17201,4.0
17202,5.0
17203,3.0
17204,5.0
17205,7.0
17206,5.0
17207,2.0
17208,3.0
17209,6.0
17210,3.0
17211,6.0
17212,1.0
17213,7.0
17214,6.0
17215,6.0
17216,6.0
17217,7.0
17218,8.0
17219,6.0
17220,7.0
17221,2.0
17222,6.0
17223,5.0
17224,5.0
17225,3.0
17226,6.0
17227,4.0
17228,3.0
17229,4.0
17230,3.0
17231,5.0
17232,5.0
17233,4.0
17234,5.0
17235,3.0
17236,5.0
17237,2.0
17238,2.0
17239,4.0
17240,1.0
17241,2.0
17242,2.0
17243,6.0
17244,1.0
17245,1.0
17246,6.0
17247,7.0
17248,3.0
17249,5.0
17250,2.0
17251,4.0
17252,5.0
17253,5.0
17254,5.0
17255,6.0
17256,5.0
17257,6.0
17258,6.0
17259,6.0
17260,5.0
17261,6.0
17262,7.0
17263,9.0
17264,2.0
17265,7.0
17266,6.0
17267,6.0
17268,7.0
17269,5.0
17270,7.0
17271,6.0
17272,7.0
17273,6.0
17274,8.0
17275,6.0
17276,5.0
17277,5.0
17278,3.0
17279,3.0
17280,4.0
17281,5.0
17282,4.0
17283,5.0
17284,7.0
17285,8.0
17286,5.0
17287,1.0
17288,5.0
17289,4.0
17290,4.0
17291,2.0
17292,7.0
17293,4.0
17294,9.0
17295,6.0
17296,6.0
17297,6.0
17298,6.0
17299,7.0
17300,6.0
17301,6.0
17302,8.0
17303,1.0
17304,7.0
17305,2.0
17306,4.0
17307,4.0
17308,3.0
17309,5.0
17310,7.0
17311,6.0
17312,2.0
17313,5.0
17314,6.0
17315,5.0
17316,5.0
17317,6.0
17318,5.0
17319,3.0
17320,8.0
17321,4.0
17322,6.0
17323,6.0
17324,4.0
17325,4.0
17326,4.0
17327,6.0
17328,3.0
17329,3.0
17330,7.0
17331,5.0
17332,3.0
17333,3.0
17334,4.0
17335,4.0
17336,8.0
17337,6.0
17338,7.0
17339,7.0
17340,5.0
17341,5.0
17342,6.0
17343,3.0
17344,1.0
17345,2.0
17346,5.0
17347,4.0
17348,6.0
17349,3.0
17350,7.0
17351,4.0
17352,6.0
17353,6.0
17354,6.0
17355,6.0
17356,4.0
17357,7.0
17358,5.0
17359,9.0
17360,6.0
17361,6.0
17362,4.0
17363,6.0
17364,6.0
17365,6.0
17366,7.0
17367,9.0
17368,7.0
17369,6.0
17370,8.0
17371,6.0
17372,5.0
17373,1.0
17374,4.0
17375,6.0
17376,8.0
17377,2.0
17378,5.0
17379,8.0
17380,7.0
17381,3.0
17382,6.0
17383,8.0
17384,9.0
17385,7.0
17386,6.0
17387,4.0
17388,7.0
17389,6.0
17390,7.0
17391,7.0
17392,7.0
17393,6.0
17394,2.0
17395,7.0
17396,9.0
17397,6.0
17398,5.0
17399,6.0
17400,5.0
17401,2.0
17402,7.0
17403,4.0
17404,4.0
17405,6.0
17406,2.0
17407,3.0
17408,5.0
17409,5.0
17410,2.0
17411,5.0
17412,3.0
17413,6.0
17414,4.0
17415,6.0
17416,5.0
17417,6.0
17418,7.0
17419,8.0
17420,2.0
17421,9.0
17422,3.0
17423,1.0
17424,8.0
17425,7.0
17426,7.0
17427,7.0
17428,2.0
17429,7.0
17430,6.0
17431,5.0
17432,8.0
17433,4.0
17434,8.0
17435,6.0
17436,3.0
17437,4.0
17438,7.0
17439,5.0
17440,3.0
17441,5.0
17442,2.0
17443,6.0
17444,5.0
17445,6.0
17446,5.0
17447,5.0
17448,1.0
17449,8.0
17450,6.0
17451,6.0
17452,5.0
17453,7.0
17454,8.0
17455,5.0
17456,6.0
17457,5.0
17458,6.0
17459,8.0
17460,1.0
17461,5.0
17462,4.0
17463,3.0
17464,6.0
17465,2.0
17466,3.0
17467,6.0
17468,5.0
17469,6.0
17470,5.0
17471,6.0
17472,3.0
17473,7.0
17474,7.0
17475,4.0
17476,6.0
17477,5.0
17478,7.0
17479,5.0
17480,4.0
17481,3.0
17482,5.0
17483,5.0
17484,4.0
17485,7.0
17486,6.0
17487,4.0
17488,4.0
17489,4.0
17490,7.0
17491,5.0
17492,8.0
17493,5.0
17494,6.0
17495,4.0
17496,6.0
17497,6.0
17498,8.0
17499,4.0
17500,4.0
17501,5.0
17502,5.0
17503,2.0
17504,3.0
17505,2.0
17506,2.0
17507,4.0
17508,4.0
17509,8.0
17510,6.0
17511,5.0
17512,6.0
17513,4.0
17514,5.0
17515,7.0
17516,4.0
17517,5.0
17518,6.0
17519,7.0
17520,5.0
17521,7.0
17522,6.0
17523,4.0
17524,2.0
17525,6.0
17526,7.0
17527,7.0
17528,6.0
17529,4.0
17530,2.0
17531,5.0
17532,1.0
17533,1.0
17534,6.0
17535,5.0
17536,3.0
17537,8.0
17538,4.0
17539,4.0
17540,7.0
