id,Danceability
17170,4.0
17171,5.0
17172,4.0
17173,5.0
17174,5.0
17175,5.0
17176,5.0
17177,3.0
17178,4.0
17179,5.0
17180,5.0
17181,4.0
17182,5.0
17183,4.0
17184,4.0
17185,5.0
17186,5.0
17187,3.0
17188,5.0
17189,6.0
17190,7.0
17191,5.0
17192,7.0
17193,7.0
17194,4.0
17195,7.0
17196,7.0
17197,6.0
17198,7.0
17199,3.0
17200,5.0
17201,5.0
17202,2.0
17203,3.0
17204,4.0
17205,4.0
17206,4.0
17207,1.0
17208,3.0
17209,2.0
17210,5.0
17211,5.0
17212,2.0
17213,7.0
17214,6.0
17215,5.0
17216,6.0
17217,6.0
17218,6.0
17219,6.0
17220,5.0
17221,4.0
17222,6.0
17223,6.0
17224,4.0
17225,2.0
17226,4.0
17227,4.0
17228,4.0
17229,4.0
17230,5.0
17231,4.0
17232,5.0
17233,3.0
17234,3.0
17235,4.0
17236,3.0
17237,3.0
17238,1.0
17239,4.0
17240,3.0
17241,2.0
17242,2.0
17243,5.0
17244,3.0
17245,5.0
17246,5.0
17247,6.0
17248,4.0
17249,6.0
17250,4.0
17251,4.0
17252,6.0
17253,4.0
17254,5.0
17255,5.0
17256,5.0
17257,4.0
17258,5.0
17259,3.0
17260,5.0
17261,5.0
17262,6.0
17263,7.0
17264,6.0
17265,6.0
17266,5.0
17267,5.0
17268,8.0
17269,6.0
17270,7.0
17271,7.0
17272,4.0
17273,6.0
17274,7.0
17275,6.0
17276,5.0
17277,4.0
17278,6.0
17279,4.0
17280,5.0
17281,5.0
17282,2.0
17283,7.0
17284,7.0
17285,6.0
17286,5.0
17287,4.0
17288,7.0
17289,5.0
17290,6.0
17291,5.0
17292,7.0
17293,4.0
17294,6.0
17295,6.0
17296,4.0
17297,4.0
17298,5.0
17299,7.0
17300,7.0
17301,7.0
17302,7.0
17303,2.0
17304,5.0
17305,4.0
17306,5.0
17307,4.0
17308,3.0
17309,7.0
17310,6.0
17311,5.0
17312,4.0
17313,5.0
17314,6.0
17315,6.0
17316,5.0
17317,7.0
17318,5.0
17319,5.0
17320,7.0
17321,5.0
17322,4.0
17323,3.0
17324,4.0
17325,4.0
17326,4.0
17327,3.0
17328,4.0
17329,5.0
17330,4.0
17331,5.0
17332,4.0
17333,4.0
17334,4.0
17335,5.0
17336,6.0
17337,5.0
17338,7.0
17339,5.0
17340,6.0
17341,7.0
17342,4.0
17343,2.0
17344,3.0
17345,3.0
17346,4.0
17347,4.0
17348,4.0
17349,2.0
17350,6.0
17351,4.0
17352,7.0
17353,7.0
17354,5.0
17355,4.0
17356,6.0
17357,6.0
17358,6.0
17359,7.0
17360,5.0
17361,5.0
17362,7.0
17363,7.0
17364,6.0
17365,6.0
17366,6.0
17367,7.0
17368,6.0
17369,6.0
17370,7.0
17371,6.0
17372,4.0
17373,5.0
17374,5.0
17375,6.0
17376,5.0
17377,1.0
17378,3.0
17379,8.0
17380,4.0
17381,7.0
17382,7.0
17383,6.0
17384,8.0
17385,5.0
17386,6.0
17387,6.0
17388,7.0
17389,6.0
17390,6.0
17391,4.0
17392,7.0
17393,6.0
17394,6.0
17395,5.0
17396,7.0
17397,6.0
17398,5.0
17399,4.0
17400,5.0
17401,3.0
17402,6.0
17403,3.0
17404,6.0
17405,6.0
17406,3.0
17407,4.0
17408,6.0
17409,4.0
17410,3.0
17411,6.0
17412,3.0
17413,6.0
17414,5.0
17415,4.0
17416,5.0
17417,6.0
17418,5.0
17419,7.0
17420,4.0
17421,7.0
17422,4.0
17423,1.0
17424,6.0
17425,7.0
