id,Danceability
17170,4.0
17171,4.0
17172,3.0
17173,5.0
17174,5.0
17175,4.0
17176,4.0
17177,3.0
17178,4.0
17179,5.0
17180,6.0
17181,5.0
17182,6.0
17183,5.0
17184,4.0
17185,3.0
17186,5.0
17187,2.0
17188,5.0
17189,5.0
17190,6.0
17191,5.0
17192,6.0
17193,6.0
17194,3.0
17195,6.0
17196,6.0
17197,5.0
17198,8.0
17199,5.0
17200,4.0
17201,4.0
17202,2.0
17203,4.0
17204,5.0
17205,4.0
17206,5.0
17207,1.0
17208,3.0
17209,2.0
17210,6.0
17211,6.0
17212,1.0
17213,8.0
17214,5.0
17215,5.0
17216,6.0
17217,5.0
17218,5.0
17219,5.0
17220,5.0
17221,2.0
17222,6.0
17223,6.0
17224,4.0
17225,2.0
17226,4.0
17227,4.0
17228,3.0
17229,3.0
17230,5.0
17231,4.0
17232,4.0
17233,3.0
17234,3.0
17235,5.0
17236,3.0
17237,3.0
17238,2.0
17239,4.0
17240,2.0
17241,2.0
17242,1.0
17243,4.0
17244,3.0
17245,6.0
17246,5.0
17247,6.0
17248,3.0
17249,5.0
17250,3.0
17251,3.0
17252,6.0
17253,4.0
17254,5.0
17255,6.0
17256,4.0
17257,4.0
17258,5.0
17259,3.0
17260,4.0
17261,5.0
17262,5.0
17263,7.0
17264,6.0
17265,6.0
17266,4.0
17267,5.0
17268,7.0
17269,5.0
17270,6.0
17271,6.0
17272,4.0
17273,6.0
17274,7.0
17275,6.0
17276,5.0
17277,4.0
17278,5.0
17279,4.0
17280,4.0
17281,6.0
17282,2.0
17283,6.0
17284,7.0
17285,6.0
17286,4.0
17287,3.0
17288,6.0
17289,5.0
17290,6.0
17291,6.0
17292,7.0
17293,4.0
17294,7.0
17295,7.0
17296,5.0
17297,4.0
17298,6.0
17299,6.0
17300,7.0
17301,8.0
17302,5.0
17303,3.0
17304,6.0
17305,5.0
17306,5.0
17307,5.0
17308,3.0
17309,6.0
17310,5.0
17311,5.0
17312,5.0
17313,6.0
17314,6.0
17315,8.0
17316,5.0
17317,7.0
17318,5.0
17319,5.0
17320,7.0
17321,4.0
17322,4.0
17323,4.0
17324,4.0
17325,5.0
17326,4.0
17327,3.0
17328,4.0
17329,4.0
17330,3.0
17331,6.0
17332,6.0
17333,4.0
17334,5.0
17335,5.0
17336,7.0
17337,5.0
17338,6.0
17339,6.0
17340,6.0
17341,7.0
17342,4.0
17343,2.0
17344,4.0
17345,3.0
17346,4.0
17347,4.0
17348,4.0
17349,3.0
17350,6.0
17351,5.0
17352,6.0
17353,6.0
17354,5.0
17355,4.0
17356,7.0
17357,5.0
17358,6.0
17359,6.0
17360,5.0
17361,5.0
17362,7.0
17363,6.0
17364,5.0
17365,7.0
17366,5.0
17367,6.0
17368,6.0
17369,6.0
17370,8.0
17371,6.0
17372,4.0
17373,5.0
17374,4.0
17375,6.0
17376,6.0
17377,1.0
17378,4.0
17379,7.0
17380,3.0
17381,7.0
17382,7.0
17383,6.0
17384,8.0
17385,5.0
17386,6.0
17387,6.0
17388,6.0
17389,5.0
17390,6.0
17391,4.0
17392,7.0
17393,6.0
17394,6.0
17395,5.0
17396,7.0
17397,6.0
17398,5.0
17399,4.0
17400,6.0
17401,4.0
17402,5.0
17403,4.0
17404,5.0
17405,7.0
17406,3.0
17407,5.0
17408,5.0
17409,5.0
17410,4.0
17411,6.0
17412,3.0
17413,6.0
17414,5.0
17415,4.0
17416,5.0
17417,7.0
17418,5.0
17419,7.0
17420,5.0
17421,7.0
17422,4.0
17423,1.0
17424,6.0
17425,7.0
17426,3.0
17427,4.0
17428,3.0
17429,4.0
17430,4.0
17431,6.0
17432,5.0
17433,3.0
17434,7.0
17435,5.0
17436,3.0
17437,1.0
17438,6.0
17439,4.0
17440,4.0
17441,4.0
17442,3.0
17443,2.0
17444,6.0
17445,4.0
17446,3.0
17447,5.0
17448,2.0
17449,5.0
17450,5.0
17451,5.0
17452,5.0
17453,5.0
17454,7.0
17455,5.0
17456,5.0
17457,5.0
17458,7.0
17459,7.0
17460,4.0
17461,4.0
17462,4.0
17463,2.0
17464,5.0
17465,3.0
17466,4.0
17467,4.0
17468,5.0
17469,5.0
17470,3.0
17471,6.0
17472,4.0
17473,4.0
17474,4.0
17475,2.0
17476,5.0
17477,4.0
17478,6.0
17479,4.0
17480,4.0
17481,5.0
17482,5.0
17483,4.0
17484,4.0
17485,6.0
17486,7.0
17487,4.0
17488,6.0
17489,4.0
17490,6.0
17491,4.0
17492,6.0
17493,6.0
17494,4.0
17495,3.0
17496,7.0
17497,6.0
17498,6.0
17499,5.0
17500,4.0
17501,4.0
17502,4.0
17503,4.0
17504,3.0
17505,3.0
17506,2.0
17507,4.0
17508,4.0
17509,5.0
17510,7.0
17511,3.0
17512,5.0
17513,4.0
17514,4.0
17515,5.0
17516,5.0
17517,3.0
17518,7.0
17519,4.0
17520,3.0
17521,7.0
17522,7.0
17523,7.0
17524,5.0
17525,6.0
17526,7.0
17527,6.0
17528,6.0
17529,4.0
17530,5.0
17531,5.0
17532,5.0
17533,5.0
17534,6.0
17535,4.0
17536,4.0
17537,7.0
17538,4.0
17539,6.0
17540,5.0
17541,7.0
17542,3.0
17543,5.0
17544,4.0
17545,7.0
17546,4.0
17547,5.0
17548,4.0
17549,2.0
17550,6.0
17551,6.0
17552,6.0
17553,5.0
17554,7.0
17555,6.0
17556,5.0
17557,5.0
17558,5.0
17559,7.0
17560,6.0
17561,6.0
17562,5.0
17563,3.0
17564,6.0
17565,6.0
17566,5.0
17567,4.0
17568,4.0
17569,1.0
17570,4.0
17571,7.0
17572,5.0
