id,Danceability
17170,2.0
17171,8.0
17172,9.0
17173,9.0
17174,0.0
17175,8.0
17176,6.0
17177,9.0
17178,9.0
17179,7.0
17180,8.0
17181,3.0
17182,4.0
17183,6.0
17184,6.0
17185,7.0
17186,6.0
17187,6.0
17188,4.0
17189,7.0
17190,7.0
17191,7.0
17192,8.0
17193,1.0
17194,8.0
17195,8.0
17196,3.0
17197,8.0
17198,8.0
17199,1.0
17200,4.0
17201,8.0
17202,7.0
17203,0.0
17204,2.0
17205,9.0
17206,7.0
17207,1.0
17208,5.0
17209,5.0
17210,6.0
17211,6.0
17212,6.0
17213,2.0
17214,4.0
17215,5.0
17216,9.0
17217,8.0
17218,9.0
17219,0.0
17220,7.0
17221,7.0
17222,4.0
17223,6.0
17224,7.0
17225,6.0
17226,8.0
17227,9.0
17228,4.0
17229,7.0
17230,2.0
17231,3.0
17232,7.0
17233,4.0
17234,9.0
17235,1.0
17236,5.0
17237,6.0
17238,2.0
17239,4.0
17240,2.0
17241,1.0
17242,4.0
17243,7.0
17244,4.0
17245,1.0
17246,7.0
17247,4.0
17248,8.0
17249,7.0
17250,2.0
17251,6.0
17252,0.0
17253,8.0
17254,4.0
17255,9.0
17256,6.0
17257,4.0
17258,5.0
17259,8.0
17260,8.0
17261,7.0
17262,8.0
17263,7.0
17264,3.0
17265,6.0
17266,7.0
17267,5.0
17268,7.0
17269,6.0
17270,6.0
17271,9.0
17272,8.0
17273,8.0
17274,5.0
17275,8.0
17276,6.0
17277,4.0
17278,9.0
17279,3.0
17280,5.0
17281,6.0
17282,5.0
17283,2.0
17284,8.0
17285,7.0
17286,9.0
17287,3.0
17288,1.0
17289,1.0
17290,2.0
17291,3.0
17292,7.0
17293,1.0
17294,7.0
17295,4.0
17296,9.0
17297,6.0
17298,6.0
17299,9.0
17300,7.0
17301,1.0
17302,8.0
17303,9.0
17304,8.0
17305,1.0
17306,7.0
17307,6.0
17308,6.0
17309,0.0
17310,7.0
17311,5.0
17312,2.0
17313,4.0
17314,9.0
17315,1.0
17316,9.0
17317,8.0
17318,8.0
17319,0.0
17320,9.0
17321,7.0
17322,6.0
17323,7.0
17324,9.0
17325,5.0
17326,5.0
17327,5.0
17328,2.0
17329,2.0
17330,7.0
17331,7.0
17332,1.0
17333,3.0
17334,6.0
17335,0.0
17336,9.0
17337,3.0
17338,7.0
17339,2.0
17340,8.0
17341,3.0
17342,1.0
17343,5.0
17344,1.0
17345,6.0
17346,7.0
17347,0.0
17348,2.0
17349,4.0
17350,5.0
17351,0.0
17352,9.0
17353,8.0
17354,6.0
17355,7.0
17356,5.0
17357,7.0
17358,4.0
17359,9.0
17360,8.0
17361,7.0
17362,2.0
17363,6.0
17364,6.0
17365,9.0
17366,9.0
17367,7.0
17368,9.0
17369,7.0
17370,8.0
17371,8.0
17372,7.0
17373,4.0
17374,2.0
17375,5.0
17376,0.0
17377,0.0
17378,9.0
17379,8.0
17380,9.0
17381,1.0
17382,9.0
17383,8.0
17384,7.0
17385,7.0
17386,9.0
17387,0.0
17388,8.0
17389,8.0
17390,8.0
17391,7.0
17392,6.0
17393,6.0
17394,1.0
17395,5.0
17396,9.0
17397,9.0
17398,0.0
17399,8.0
17400,6.0
17401,5.0
17402,7.0
17403,0.0
17404,8.0
