id,Danceability
17170,5.0
17171,6.0
17172,7.0
17173,4.0
17174,3.0
17175,7.0
17176,5.0
17177,5.0
17178,6.0
17179,5.0
17180,6.0
17181,5.0
17182,5.0
17183,5.0
17184,6.0
17185,6.0
17186,4.0
17187,6.0
17188,4.0
17189,6.0
17190,7.0
17191,5.0
17192,7.0
17193,1.0
17194,5.0
17195,4.0
17196,6.0
17197,7.0
17198,5.0
17199,2.0
17200,5.0
17201,4.0
17202,6.0
17203,4.0
17204,3.0
17205,6.0
17206,7.0
17207,3.0
17208,5.0
17209,5.0
17210,4.0
17211,5.0
17212,4.0
17213,5.0
17214,4.0
17215,5.0
17216,5.0
17217,6.0
17218,6.0
17219,4.0
17220,5.0
17221,3.0
17222,4.0
17223,7.0
17224,6.0
17225,5.0
17226,6.0
17227,8.0
17228,4.0
17229,5.0
17230,3.0
17231,6.0
17232,6.0
17233,4.0
17234,6.0
17235,2.0
17236,4.0
17237,4.0
17238,2.0
17239,4.0
17240,2.0
17241,3.0
17242,4.0
17243,6.0
17244,4.0
17245,2.0
17246,7.0
17247,6.0
17248,6.0
17249,6.0
17250,4.0
17251,4.0
17252,4.0
17253,5.0
17254,5.0
17255,7.0
17256,5.0
17257,6.0
17258,4.0
17259,5.0
17260,6.0
17261,6.0
17262,6.0
17263,6.0
17264,3.0
17265,4.0
17266,6.0
17267,4.0
17268,4.0
17269,6.0
17270,6.0
17271,6.0
17272,5.0
17273,6.0
17274,5.0
17275,7.0
17276,6.0
17277,5.0
17278,7.0
17279,4.0
17280,5.0
17281,5.0
17282,4.0
17283,4.0
17284,6.0
17285,5.0
17286,6.0
17287,4.0
17288,2.0
17289,4.0
17290,3.0
17291,2.0
17292,6.0
17293,2.0
17294,6.0
17295,5.0
17296,7.0
17297,6.0
17298,6.0
17299,7.0
17300,4.0
17301,5.0
17302,7.0
17303,5.0
17304,7.0
17305,5.0
17306,5.0
17307,5.0
17308,6.0
17309,3.0
17310,5.0
17311,5.0
17312,4.0
17313,4.0
17314,5.0
17315,2.0
17316,6.0
17317,7.0
17318,7.0
17319,2.0
17320,7.0
17321,5.0
17322,5.0
17323,6.0
17324,7.0
17325,4.0
17326,5.0
17327,6.0
17328,3.0
17329,3.0
17330,6.0
17331,5.0
17332,3.0
17333,3.0
17334,4.0
17335,3.0
17336,8.0
17337,3.0
17338,6.0
17339,2.0
17340,7.0
17341,3.0
17342,5.0
17343,5.0
17344,2.0
17345,4.0
17346,5.0
17347,1.0
17348,4.0
17349,3.0
17350,5.0
17351,3.0
17352,6.0
17353,6.0
17354,5.0
17355,5.0
17356,5.0
17357,7.0
17358,5.0
17359,6.0
17360,6.0
17361,7.0
17362,6.0
17363,6.0
17364,6.0
17365,7.0
17366,7.0
17367,6.0
17368,5.0
17369,5.0
17370,7.0
17371,6.0
17372,6.0
17373,5.0
17374,2.0
17375,5.0
17376,2.0
17377,2.0
17378,6.0
17379,6.0
17380,7.0
17381,3.0
17382,5.0
17383,7.0
17384,5.0
17385,7.0
17386,7.0
17387,2.0
17388,7.0
17389,6.0
17390,7.0
17391,7.0
17392,6.0
17393,5.0
17394,2.0
17395,5.0
17396,6.0
17397,6.0
17398,3.0
17399,5.0
17400,3.0
17401,4.0
17402,5.0
17403,3.0
17404,4.0
17405,4.0
17406,3.0
17407,3.0
17408,3.0
17409,7.0
17410,4.0
17411,6.0
17412,7.0
17413,5.0
17414,4.0
