id,Danceability
17170,7.0
17171,6.0
17172,3.0
17173,2.0
17174,7.0
17175,7.0
17176,2.0
17177,2.0
17178,4.0
17179,2.0
17180,4.0
17181,3.0
17182,5.0
17183,6.0
17184,5.0
17185,5.0
17186,5.0
17187,1.0
17188,3.0
17189,7.0
17190,8.0
17191,5.0
17192,8.0
17193,7.0
17194,4.0
17195,9.0
17196,9.0
17197,7.0
17198,9.0
17199,5.0
17200,4.0
17201,1.0
17202,0.0
17203,1.0
17204,7.0
17205,3.0
17206,5.0
17207,0.0
17208,1.0
17209,0.0
17210,4.0
17211,6.0
17212,0.0
17213,9.0
17214,8.0
17215,5.0
17216,7.0
17217,5.0
17218,6.0
17219,6.0
17220,6.0
17221,0.0
17222,4.0
17223,5.0
17224,3.0
17225,1.0
17226,2.0
17227,2.0
17228,4.0
17229,3.0
17230,0.0
17231,3.0
17232,4.0
17233,1.0
17234,1.0
17235,2.0
17236,1.0
17237,0.0
17238,0.0
17239,3.0
17240,0.0
17241,0.0
17242,0.0
17243,3.0
17244,0.0
17245,4.0
17246,5.0
17247,9.0
17248,1.0
17249,6.0
17250,0.0
17251,4.0
17252,2.0
17253,4.0
17254,6.0
17255,9.0
17256,6.0
17257,9.0
17258,2.0
17259,2.0
17260,7.0
17261,5.0
17262,8.0
17263,9.0
17264,7.0
17265,7.0
17266,2.0
17267,5.0
17268,8.0
17269,5.0
17270,9.0
17271,9.0
17272,7.0
17273,7.0
17274,8.0
17275,8.0
17276,3.0
17277,3.0
17278,6.0
17279,5.0
17280,1.0
17281,6.0
17282,0.0
17283,8.0
17284,9.0
17285,8.0
17286,5.0
17287,2.0
17288,7.0
17289,4.0
17290,6.0
17291,5.0
17292,7.0
17293,5.0
17294,9.0
17295,9.0
17296,8.0
17297,6.0
17298,8.0
17299,9.0
17300,9.0
17301,8.0
17302,8.0
17303,0.0
17304,9.0
17305,4.0
17306,5.0
17307,2.0
17308,0.0
17309,7.0
17310,8.0
17311,8.0
17312,4.0
17313,7.0
17314,9.0
17315,8.0
17316,7.0
17317,6.0
17318,5.0
17319,3.0
17320,9.0
17321,6.0
17322,2.0
17323,4.0
17324,4.0
17325,1.0
17326,5.0
17327,1.0
17328,0.0
17329,7.0
17330,2.0
17331,4.0
17332,4.0
17333,1.0
17334,1.0
17335,3.0
17336,8.0
17337,4.0
17338,9.0
17339,7.0
17340,7.0
17341,7.0
17342,4.0
17343,0.0
17344,1.0
17345,2.0
17346,8.0
17347,3.0
17348,5.0
17349,1.0
17350,9.0
17351,3.0
17352,8.0
17353,6.0
17354,7.0
17355,5.0
17356,7.0
17357,8.0
17358,7.0
17359,9.0
17360,8.0
17361,8.0
17362,6.0
17363,9.0
17364,9.0
17365,7.0
17366,2.0
17367,8.0
17368,8.0
17369,7.0
17370,9.0
17371,9.0
17372,1.0
17373,4.0
17374,4.0
17375,5.0
17376,3.0
17377,0.0
17378,2.0
17379,9.0
17380,4.0
17381,6.0
17382,7.0
17383,8.0
17384,9.0
17385,7.0
17386,8.0
17387,8.0
17388,7.0
17389,7.0
17390,8.0
17391,6.0
17392,9.0
17393,8.0
17394,8.0
17395,6.0
17396,9.0
17397,8.0
17398,6.0
17399,5.0
17400,5.0
17401,1.0
17402,5.0
17403,2.0
17404,8.0
