id,Danceability
17170,6.0
17171,6.0
17172,3.0
17173,3.0
17174,4.0
17175,4.0
17176,3.0
17177,1.0
17178,4.0
17179,3.0
17180,4.0
17181,6.0
17182,5.0
17183,6.0
17184,4.0
17185,2.0
17186,4.0
17187,2.0
17188,3.0
17189,5.0
17190,9.0
17191,6.0
17192,8.0
17193,9.0
17194,6.0
17195,8.0
17196,8.0
17197,7.0
17198,9.0
17199,6.0
17200,3.0
17201,3.0
17202,0.0
17203,0.0
17204,5.0
17205,4.0
17206,4.0
17207,1.0
17208,2.0
17209,2.0
17210,6.0
17211,6.0
17212,1.0
17213,8.0
17214,5.0
17215,7.0
17216,6.0
17217,7.0
17218,7.0
17219,6.0
17220,6.0
17221,1.0
17222,6.0
17223,3.0
17224,3.0
17225,1.0
17226,6.0
17227,2.0
17228,3.0
17229,2.0
17230,2.0
17231,4.0
17232,3.0
17233,3.0
17234,2.0
17235,6.0
17236,3.0
17237,1.0
17238,1.0
17239,3.0
17240,0.0
17241,0.0
17242,0.0
17243,5.0
17244,0.0
17245,4.0
17246,3.0
17247,8.0
17248,2.0
17249,6.0
17250,1.0
17251,4.0
17252,5.0
17253,2.0
17254,5.0
17255,7.0
17256,4.0
17257,6.0
17258,5.0
17259,5.0
17260,5.0
17261,6.0
17262,7.0
17263,9.0
17264,6.0
17265,7.0
17266,3.0
17267,6.0
17268,8.0
17269,7.0
17270,8.0
17271,8.0
17272,6.0
17273,6.0
17274,8.0
17275,7.0
17276,6.0
17277,3.0
17278,6.0
17279,5.0
17280,3.0
17281,6.0
17282,0.0
17283,7.0
17284,6.0
17285,6.0
17286,3.0
17287,2.0
17288,6.0
17289,3.0
17290,8.0
17291,5.0
17292,8.0
17293,5.0
17294,9.0
17295,7.0
17296,7.0
17297,3.0
17298,7.0
17299,8.0
17300,9.0
17301,8.0
17302,7.0
17303,1.0
17304,7.0
17305,6.0
17306,6.0
17307,3.0
17308,3.0
17309,8.0
17310,7.0
17311,6.0
17312,6.0
17313,7.0
17314,7.0
17315,9.0
17316,5.0
17317,9.0
17318,4.0
17319,5.0
17320,9.0
17321,5.0
17322,4.0
17323,5.0
17324,3.0
17325,3.0
17326,6.0
17327,2.0
17328,2.0
17329,5.0
17330,3.0
17331,7.0
17332,6.0
17333,5.0
17334,5.0
17335,5.0
17336,8.0
17337,7.0
17338,7.0
17339,7.0
17340,7.0
17341,8.0
17342,4.0
17343,1.0
17344,2.0
17345,3.0
17346,6.0
17347,5.0
17348,5.0
17349,2.0
17350,7.0
17351,5.0
17352,6.0
17353,6.0
17354,6.0
17355,5.0
17356,7.0
17357,6.0
17358,6.0
17359,8.0
17360,6.0
17361,7.0
17362,7.0
17363,7.0
17364,7.0
17365,8.0
17366,5.0
17367,8.0
17368,7.0
17369,7.0
17370,9.0
17371,8.0
17372,5.0
17373,6.0
17374,4.0
17375,6.0
17376,6.0
17377,0.0
17378,3.0
17379,9.0
17380,3.0
17381,6.0
17382,7.0
17383,6.0
17384,9.0
17385,5.0
17386,6.0
17387,8.0
17388,7.0
17389,6.0
17390,8.0
17391,6.0
17392,9.0
17393,7.0
17394,7.0
17395,6.0
17396,9.0
17397,6.0
17398,6.0
17399,5.0
17400,7.0
17401,4.0
17402,4.0
17403,5.0
17404,7.0
17405,8.0
17406,3.0
17407,6.0
17408,3.0
17409,6.0
17410,3.0
17411,7.0
17412,4.0
17413,7.0
17414,8.0
17415,4.0
17416,6.0
17417,8.0
17418,7.0
17419,8.0
17420,4.0
17421,8.0
17422,3.0
17423,0.0
17424,7.0
17425,7.0
17426,3.0
17427,3.0
17428,2.0
17429,4.0
17430,4.0
17431,6.0
17432,7.0
17433,2.0
17434,7.0
17435,4.0
17436,3.0
17437,0.0
17438,7.0
17439,3.0
17440,3.0
17441,3.0
17442,1.0
17443,2.0
17444,5.0
17445,4.0
17446,2.0
17447,5.0
17448,1.0
17449,6.0
17450,6.0
17451,7.0
17452,6.0
17453,8.0
17454,9.0
17455,4.0
17456,6.0
17457,5.0
17458,6.0
17459,8.0
17460,4.0
17461,6.0
17462,2.0
17463,2.0
17464,5.0
17465,1.0
17466,3.0
17467,3.0
17468,6.0
17469,5.0
17470,4.0
17471,7.0
17472,4.0
17473,6.0
17474,3.0
17475,3.0
17476,7.0
17477,5.0
17478,7.0
17479,4.0
17480,6.0
17481,5.0
17482,6.0
17483,6.0
17484,5.0
17485,8.0
17486,9.0
17487,3.0
17488,7.0
17489,3.0
17490,7.0
17491,5.0
17492,7.0
17493,7.0
17494,4.0
17495,2.0
17496,8.0
17497,8.0
17498,8.0
17499,6.0
17500,3.0
17501,3.0
17502,5.0
17503,3.0
17504,2.0
17505,2.0
17506,1.0
17507,3.0
17508,3.0
17509,7.0
17510,7.0
17511,5.0
17512,6.0
17513,3.0
17514,3.0
17515,8.0
17516,5.0
17517,3.0
17518,7.0
17519,6.0
17520,3.0
17521,8.0
17522,7.0
17523,7.0
17524,0.0
17525,9.0
17526,8.0
17527,7.0
17528,7.0
17529,6.0
17530,3.0
17531,6.0
17532,5.0
17533,4.0
17534,7.0
17535,6.0
17536,5.0
17537,9.0
17538,5.0
17539,7.0
17540,8.0
17541,8.0
17542,1.0
17543,7.0
17544,5.0
17545,8.0
17546,3.0
17547,6.0
17548,6.0
17549,2.0
17550,7.0
17551,8.0
17552,6.0
17553,5.0
17554,9.0
17555,6.0
17556,6.0
17557,6.0
17558,6.0
17559,9.0
17560,8.0
17561,6.0
17562,5.0
17563,3.0
17564,6.0
17565,7.0
17566,5.0
17567,4.0
17568,4.0
17569,0.0
17570,3.0
17571,7.0
17572,5.0
17573,3.0
17574,3.0
17575,4.0
17576,2.0
17577,5.0
17578,6.0
17579,7.0
17580,7.0
17581,6.0
17582,5.0
17583,5.0
17584,7.0
17585,6.0
17586,6.0
17587,5.0
17588,3.0
17589,6.0
17590,7.0
17591,8.0
17592,7.0
17593,3.0
17594,6.0
17595,8.0
17596,2.0
17597,2.0
17598,6.0
17599,7.0
17600,3.0
17601,8.0
17602,6.0
17603,3.0
17604,3.0
17605,0.0
17606,0.0
17607,6.0
17608,7.0
17609,8.0
17610,1.0
17611,4.0
17612,4.0
17613,8.0
17614,0.0
17615,2.0
17616,4.0
17617,5.0
17618,1.0
17619,2.0
17620,4.0
17621,1.0
17622,4.0
17623,5.0
17624,3.0
17625,5.0
17626,7.0
17627,2.0
17628,2.0
17629,3.0
17630,8.0
17631,1.0
17632,5.0
17633,1.0
17634,5.0
17635,2.0
17636,6.0
17637,1.0
17638,3.0
17639,5.0
17640,3.0
17641,2.0
17642,5.0
17643,4.0
17644,6.0
17645,1.0
17646,3.0
17647,1.0
17648,6.0
17649,0.0
17650,6.0
17651,3.0
17652,1.0
17653,5.0
17654,1.0
17655,2.0
17656,5.0
17657,1.0
17658,1.0
17659,0.0
17660,0.0
17661,0.0
17662,0.0
17663,0.0
17664,0.0
17665,0.0
17666,0.0
17667,6.0
17668,2.0
17669,2.0
17670,2.0
17671,0.0
17672,3.0
17673,3.0
17674,0.0
17675,0.0
17676,7.0
17677,1.0
17678,0.0
17679,1.0
17680,1.0
17681,7.0
17682,7.0
17683,3.0
17684,3.0
17685,4.0
17686,2.0
17687,1.0
17688,2.0
17689,4.0
17690,4.0
17691,5.0
17692,0.0
17693,0.0
17694,4.0
17695,6.0
17696,1.0
17697,0.0
17698,1.0
17699,1.0
17700,1.0
17701,6.0
17702,6.0
17703,5.0
17704,3.0
17705,6.0
17706,3.0
17707,3.0
17708,8.0
17709,5.0
17710,3.0
17711,1.0
17712,7.0
17713,3.0
17714,1.0
17715,1.0
17716,3.0
17717,0.0
17718,4.0
17719,2.0
17720,1.0
17721,0.0
17722,0.0
17723,1.0
17724,3.0
17725,2.0
17726,3.0
17727,0.0
17728,5.0
17729,1.0
17730,3.0
17731,2.0
17732,2.0
17733,0.0
17734,6.0
17735,3.0
17736,6.0
17737,1.0
17738,2.0
17739,0.0
17740,1.0
17741,1.0
17742,8.0
17743,7.0
17744,1.0
17745,3.0
17746,2.0
17747,4.0
17748,3.0
17749,1.0
17750,4.0
17751,1.0
17752,5.0
17753,6.0
17754,6.0
17755,3.0
17756,5.0
17757,4.0
17758,5.0
17759,2.0
17760,0.0
17761,4.0
17762,3.0
17763,3.0
17764,0.0
17765,7.0
17766,7.0
17767,6.0
17768,6.0
17769,3.0
17770,2.0
17771,7.0
17772,7.0
17773,8.0
17774,8.0
17775,6.0
17776,6.0
17777,2.0
17778,6.0
17779,8.0
17780,6.0
17781,6.0
17782,2.0
17783,9.0
17784,6.0
17785,2.0
17786,5.0
17787,0.0
17788,2.0
17789,3.0
17790,2.0
17791,4.0
17792,4.0
17793,6.0
17794,3.0
17795,9.0
17796,6.0
17797,9.0
17798,8.0
17799,3.0
17800,6.0
17801,2.0
17802,9.0
17803,8.0
17804,8.0
17805,5.0
17806,6.0
17807,3.0
17808,0.0
17809,8.0
17810,5.0
17811,3.0
17812,5.0
17813,7.0
17814,6.0
17815,6.0
17816,6.0
17817,4.0
17818,6.0
17819,8.0
17820,7.0
17821,1.0
17822,3.0
17823,7.0
17824,3.0
17825,7.0
17826,4.0
17827,6.0
17828,6.0
17829,7.0
17830,2.0
17831,6.0
17832,7.0
17833,1.0
17834,3.0
17835,6.0
17836,1.0
17837,0.0
17838,4.0
17839,1.0
17840,4.0
17841,7.0
17842,6.0
17843,6.0
17844,6.0
17845,6.0
17846,7.0
17847,7.0
17848,8.0
17849,8.0
17850,7.0
17851,7.0
17852,6.0
17853,6.0
17854,7.0
17855,4.0
17856,7.0
17857,7.0
17858,6.0
17859,9.0
17860,7.0
17861,6.0
17862,4.0
17863,3.0
17864,5.0
17865,7.0
17866,9.0
17867,3.0
17868,4.0
17869,6.0
17870,6.0
17871,1.0
17872,7.0
17873,5.0
17874,5.0
17875,2.0
17876,3.0
17877,3.0
17878,7.0
17879,3.0
17880,3.0
17881,1.0
17882,3.0
17883,3.0
17884,6.0
17885,2.0
17886,2.0
17887,3.0
17888,6.0
17889,7.0
17890,5.0
17891,5.0
17892,2.0
17893,1.0
17894,3.0
17895,8.0
17896,9.0
17897,6.0
17898,9.0
17899,2.0
17900,6.0
17901,7.0
17902,7.0
17903,7.0
17904,4.0
17905,9.0
17906,7.0
17907,8.0
17908,5.0
17909,6.0
17910,6.0
17911,3.0
17912,3.0
17913,5.0
17914,1.0
17915,8.0
17916,3.0
17917,5.0
17918,6.0
17919,2.0
17920,5.0
17921,0.0
17922,2.0
17923,6.0
17924,7.0
17925,3.0
17926,1.0
17927,5.0
17928,1.0
17929,2.0
17930,3.0
17931,3.0
17932,6.0
17933,6.0
17934,6.0
17935,5.0
17936,6.0
17937,5.0
17938,4.0
17939,3.0
17940,2.0
17941,9.0
17942,7.0
17943,3.0
17944,2.0
17945,3.0
17946,6.0
17947,6.0
17948,3.0
17949,3.0
17950,1.0
17951,3.0
17952,8.0
17953,1.0
17954,7.0
17955,7.0
17956,6.0
17957,6.0
17958,6.0
17959,7.0
17960,2.0
17961,4.0
17962,3.0
17963,8.0
17964,7.0
17965,8.0
17966,6.0
17967,5.0
17968,8.0
17969,7.0
17970,8.0
17971,6.0
17972,5.0
17973,9.0
17974,6.0
17975,6.0
17976,7.0
17977,7.0
17978,5.0
17979,6.0
17980,6.0
17981,7.0
17982,2.0
17983,8.0
17984,6.0
17985,8.0
17986,8.0
17987,8.0
17988,6.0
17989,6.0
17990,9.0
17991,7.0
17992,6.0
17993,7.0
17994,3.0
17995,3.0
17996,6.0
17997,6.0
17998,8.0
17999,7.0
18000,7.0
18001,8.0
18002,4.0
18003,5.0
18004,3.0
18005,1.0
18006,3.0
18007,3.0
18008,7.0
18009,4.0
18010,3.0
18011,7.0
18012,2.0
18013,6.0
18014,3.0
18015,3.0
18016,1.0
18017,6.0
18018,2.0
18019,7.0
18020,7.0
18021,3.0
18022,6.0
18023,6.0
18024,6.0
18025,8.0
18026,5.0
18027,7.0
18028,7.0
18029,0.0
18030,0.0
18031,1.0
18032,2.0
18033,1.0
18034,3.0
18035,0.0
18036,2.0
18037,0.0
18038,6.0
18039,7.0
18040,3.0
18041,7.0
18042,3.0
18043,3.0
18044,4.0
18045,4.0
18046,3.0
18047,6.0
18048,6.0
18049,2.0
18050,2.0
18051,7.0
18052,2.0
18053,7.0
18054,3.0
18055,7.0
18056,3.0
18057,5.0
18058,7.0
18059,2.0
18060,6.0
18061,3.0
18062,5.0
18063,5.0
18064,1.0
18065,5.0
18066,8.0
18067,8.0
18068,8.0
18069,4.0
18070,7.0
18071,4.0
18072,3.0
18073,6.0
18074,7.0
18075,6.0
18076,5.0
18077,7.0
18078,6.0
18079,3.0
18080,2.0
18081,7.0
18082,6.0
18083,6.0
18084,6.0
18085,7.0
18086,7.0
18087,5.0
18088,8.0
18089,6.0
18090,7.0
18091,2.0
18092,2.0
18093,0.0
18094,2.0
18095,5.0
18096,4.0
18097,2.0
18098,6.0
18099,5.0
18100,2.0
18101,2.0
18102,5.0
18103,5.0
18104,6.0
18105,6.0
18106,6.0
18107,5.0
18108,0.0
18109,5.0
18110,6.0
18111,4.0
18112,4.0
18113,4.0
18114,6.0
18115,1.0
18116,7.0
18117,7.0
18118,7.0
18119,4.0
18120,5.0
18121,2.0
18122,3.0
18123,2.0
18124,8.0
18125,6.0
18126,0.0
18127,6.0
18128,6.0
18129,2.0
18130,5.0
18131,1.0
18132,6.0
18133,2.0
18134,0.0
18135,3.0
18136,2.0
18137,7.0
18138,7.0
18139,5.0
18140,1.0
18141,6.0
18142,1.0
18143,5.0
18144,3.0
18145,6.0
18146,5.0
18147,2.0
18148,3.0
18149,2.0
18150,7.0
18151,6.0
18152,9.0
18153,6.0
18154,8.0
18155,6.0
18156,8.0
18157,9.0
18158,3.0
18159,5.0
18160,7.0
18161,5.0
18162,7.0
18163,7.0
18164,5.0
18165,7.0
18166,4.0
18167,7.0
18168,4.0
18169,7.0
18170,8.0
18171,9.0
18172,8.0
18173,5.0
18174,8.0
18175,7.0
18176,6.0
18177,6.0
18178,6.0
18179,4.0
18180,8.0
18181,6.0
18182,7.0
18183,5.0
18184,3.0
18185,7.0
18186,5.0
18187,5.0
18188,6.0
18189,0.0
18190,2.0
18191,3.0
18192,6.0
18193,1.0
18194,0.0
18195,4.0
18196,6.0
18197,1.0
18198,0.0
18199,2.0
18200,1.0
18201,0.0
18202,0.0
18203,0.0
18204,0.0
18205,0.0
18206,3.0
18207,0.0
18208,3.0
18209,0.0
18210,7.0
18211,9.0
18212,8.0
18213,8.0
18214,9.0
18215,5.0
18216,7.0
18217,9.0
18218,5.0
18219,5.0
18220,0.0
18221,2.0
18222,8.0
18223,8.0
18224,7.0
18225,2.0
18226,7.0
18227,3.0
18228,7.0
18229,9.0
18230,2.0
18231,3.0
18232,3.0
18233,2.0
18234,3.0
18235,3.0
18236,5.0
18237,3.0
18238,2.0
18239,6.0
18240,7.0
18241,6.0
18242,6.0
18243,6.0
18244,3.0
18245,6.0
18246,7.0
18247,3.0
18248,6.0
18249,2.0
18250,6.0
18251,5.0
18252,8.0
18253,4.0
18254,5.0
18255,3.0
18256,2.0
18257,2.0
18258,1.0
18259,8.0
18260,5.0
18261,6.0
18262,0.0
18263,2.0
18264,0.0
18265,5.0
18266,0.0
18267,3.0
18268,2.0
18269,5.0
18270,4.0
18271,2.0
18272,4.0
18273,3.0
18274,5.0
18275,3.0
18276,2.0
18277,6.0
18278,3.0
18279,7.0
18280,8.0
18281,7.0
18282,6.0
18283,8.0
18284,2.0
18285,7.0
18286,3.0
18287,5.0
18288,3.0
18289,6.0
18290,4.0
18291,8.0
18292,9.0
18293,6.0
18294,6.0
18295,3.0
18296,2.0
18297,8.0
18298,2.0
18299,4.0
18300,6.0
18301,2.0
18302,4.0
18303,5.0
18304,3.0
18305,4.0
18306,4.0
18307,0.0
18308,9.0
18309,7.0
18310,8.0
18311,7.0
18312,5.0
18313,6.0
18314,3.0
18315,7.0
18316,7.0
18317,4.0
18318,1.0
18319,2.0
18320,1.0
18321,2.0
18322,2.0
18323,7.0
18324,1.0
18325,3.0
18326,8.0
18327,8.0
18328,2.0
18329,7.0
18330,1.0
18331,7.0
18332,5.0
18333,2.0
18334,1.0
18335,2.0
18336,4.0
18337,2.0
18338,0.0
18339,5.0
18340,6.0
18341,4.0
18342,3.0
18343,4.0
18344,2.0
18345,2.0
18346,1.0
18347,5.0
18348,3.0
18349,2.0
18350,3.0
18351,3.0
18352,7.0
18353,9.0
18354,6.0
18355,6.0
18356,3.0
18357,3.0
18358,8.0
18359,4.0
18360,8.0
18361,1.0
18362,5.0
18363,7.0
18364,7.0
18365,2.0
18366,6.0
18367,3.0
18368,7.0
18369,3.0
18370,7.0
18371,6.0
18372,2.0
18373,8.0
18374,9.0
18375,8.0
18376,6.0
18377,5.0
18378,6.0
18379,8.0
18380,3.0
18381,7.0
18382,8.0
18383,6.0
18384,6.0
18385,6.0
18386,8.0
18387,8.0
18388,7.0
18389,6.0
18390,7.0
18391,0.0
18392,1.0
18393,0.0
18394,3.0
18395,0.0
18396,3.0
18397,0.0
18398,0.0
18399,1.0
18400,7.0
18401,0.0
18402,0.0
18403,7.0
18404,2.0
18405,5.0
18406,2.0
18407,5.0
18408,6.0
18409,6.0
18410,9.0
18411,3.0
18412,3.0
18413,4.0
18414,5.0
18415,5.0
18416,7.0
18417,6.0
18418,0.0
18419,0.0
18420,0.0
18421,2.0
18422,1.0
18423,1.0
18424,0.0
18425,0.0
18426,0.0
18427,1.0
18428,2.0
18429,3.0
18430,6.0
18431,3.0
18432,2.0
18433,5.0
18434,2.0
18435,2.0
18436,0.0
18437,3.0
18438,1.0
18439,2.0
18440,0.0
18441,5.0
18442,5.0
18443,4.0
18444,1.0
18445,3.0
18446,7.0
18447,6.0
18448,8.0
18449,5.0
18450,4.0
18451,2.0
18452,7.0
18453,7.0
18454,5.0
18455,3.0
18456,6.0
18457,6.0
18458,8.0
18459,2.0
18460,1.0
18461,7.0
18462,7.0
18463,5.0
18464,9.0
18465,6.0
18466,2.0
18467,1.0
18468,2.0
18469,6.0
18470,3.0
18471,2.0
18472,4.0
18473,3.0
18474,3.0
18475,0.0
18476,4.0
18477,4.0
18478,3.0
18479,1.0
18480,6.0
18481,5.0
18482,3.0
18483,5.0
18484,8.0
18485,8.0
18486,3.0
18487,2.0
18488,2.0
18489,6.0
18490,6.0
18491,3.0
18492,4.0
18493,5.0
18494,7.0
18495,5.0
18496,6.0
18497,4.0
18498,3.0
18499,6.0
18500,2.0
18501,3.0
18502,4.0
18503,4.0
18504,5.0
18505,7.0
18506,6.0
18507,3.0
18508,7.0
18509,8.0
18510,7.0
18511,7.0
18512,7.0
18513,6.0
18514,6.0
18515,6.0
18516,4.0
18517,2.0
18518,5.0
18519,3.0
18520,7.0
18521,6.0
18522,1.0
18523,5.0
18524,5.0
18525,2.0
18526,4.0
18527,7.0
18528,7.0
18529,4.0
18530,3.0
18531,3.0
18532,6.0
18533,7.0
18534,6.0
18535,1.0
18536,5.0
18537,5.0
