id,Danceability
17170,7.0
17171,5.0
17172,4.0
17173,4.0
17174,5.0
17175,5.0
17176,3.0
17177,3.0
17178,4.0
17179,3.0
17180,7.0
17181,5.0
17182,6.0
17183,5.0
17184,5.0
17185,5.0
17186,6.0
17187,1.0
17188,5.0
17189,4.0
17190,9.0
17191,7.0
17192,8.0
17193,9.0
17194,5.0
17195,7.0
17196,8.0
17197,7.0
17198,8.0
17199,6.0
17200,3.0
17201,4.0
17202,2.0
17203,2.0
17204,5.0
17205,4.0
17206,5.0
17207,1.0
17208,3.0
17209,2.0
17210,7.0
17211,6.0
17212,1.0
17213,8.0
17214,5.0
17215,5.0
17216,6.0
17217,6.0
17218,6.0
17219,5.0
17220,5.0
17221,2.0
17222,5.0
17223,6.0
17224,4.0
17225,2.0
17226,5.0
17227,4.0
17228,3.0
17229,3.0
17230,4.0
17231,4.0
17232,4.0
17233,3.0
17234,3.0
17235,5.0
17236,4.0
17237,3.0
17238,1.0
17239,4.0
17240,2.0
17241,2.0
17242,1.0
17243,4.0
17244,3.0
17245,5.0
17246,4.0
17247,6.0
17248,3.0
17249,4.0
17250,3.0
17251,3.0
17252,6.0
17253,4.0
17254,4.0
17255,7.0
17256,5.0
17257,6.0
17258,6.0
17259,4.0
17260,4.0
17261,6.0
17262,5.0
17263,9.0
17264,5.0
17265,7.0
17266,4.0
17267,4.0
17268,8.0
17269,6.0
17270,7.0
17271,7.0
17272,4.0
17273,7.0
17274,7.0
17275,6.0
17276,5.0
17277,4.0
17278,4.0
17279,4.0
17280,4.0
17281,5.0
17282,2.0
17283,8.0
17284,9.0
17285,7.0
17286,4.0
17287,2.0
17288,9.0
17289,8.0
17290,8.0
17291,5.0
17292,9.0
17293,5.0
17294,8.0
17295,7.0
17296,6.0
17297,4.0
17298,6.0
17299,6.0
17300,8.0
17301,8.0
17302,7.0
17303,2.0
17304,6.0
17305,4.0
17306,5.0
17307,4.0
17308,3.0
17309,9.0
17310,6.0
17311,6.0
17312,4.0
17313,6.0
17314,7.0
17315,9.0
17316,6.0
